iter	Passed	Remaining
1413	6694	466723
1414	6698	466700
1415	6702	466671
1416	6707	466634
1417	6711	466629
1418	6716	466632
1419	6721	466612
1420	6725	466598
1421	6730	466584
1422	6734	466557
1423	6739	466525
1424	6743	466498
1425	6748	466483
1426	6752	466461
1427	6757	466438
1428	6761	466405
1429	6765	466374
1430	6770	466357
1431	6774	466331
1432	6779	466311
1433	6783	466286
1434	6788	466254
1435	6792	466228
1436	6796	466190
1437	6801	466181
1438	6805	466151
1439	6810	466118
1440	6815	466135
1441	6820	466154
1442	6825	466202
1443	6830	466203
1444	6835	466192
1445	6839	466170
1446	6844	466151
1447	6848	466143
1448	6853	466137
1449	6857	466101
1450	6862	466080
1451	6867	466067
1452	6871	466052
1453	6876	466029
1454	6880	466014
1455	6884	465984
1456	6889	465955
1457	6893	465930
1458	6898	465958
1459	6903	465967
1460	6909	465993
1461	6914	466015
1462	6919	466024
1463	6923	466006
1464	6928	465978
1465	6932	465961
1466	6937	465933
1467	6941	465898
1468	6945	465878
1469	6949	465837
1470	6954	465805
1471	6958	465784
1472	6963	465763
1473	6967	465755
1474	6972	465728
1475	6976	465712
1476	6981	465706
1477	6985	465673
1478	6990	465643
1479	6994	465621
1480	6998	465580
1481	7003	465554
1482	7007	465530
1483	7012	465500
1484	7016	465479
1485	7021	465466
1486	7025	465442
1487	7030	465452
1488	7035	465455
1489	7040	465446
1490	7044	465424
1491	7048	465389
1492	7053	465364
1493	7057	465345
1494	7062	465330
1495	7066	465310
1496	7071	465283
1497	7075	465273
1498	7080	465279
1499	7085	465266
1500	7089	465243
1501	7094	465213
1502	7098	465181
1503	7102	465145
1504	7107	465120
1505	7111	465092
1506	7115	465073
1507	7120	465044
1508	7124	465023
1509	7129	465005
1510	7133	464977
1511	7138	464954
1512	7142	464939
1513	7147	464925
1514	7151	464899
1515	7156	464878
1516	7160	464866
1517	7164	464833
1518	7169	464805
1519	7173	464779
1520	7178	464758
1521	7182	464739
1522	7187	464713
1523	7191	464706
1524	7196	464678
1525	7200	464654
1526	7205	464640
1527	7209	464616
1528	7213	464589
1529	7218	464573
1530	7223	464564
1531	7227	464555
1532	7232	464537
1533	7236	464533
1534	7241	464532
1535	7246	464516
1536	7250	464510
1537	7255	464487
1538	7259	464463
1539	7264	464432
1540	7268	464407
1541	7272	464383
1542	7277	464367
1543	7281	464345
1544	7286	464317
1545	7290	464295
1546	7295	464271
1547	7299	464244
1548	7303	464222
1549	7308	464195
1550	7312	464176
1551	7317	464146
1552	7321	464121
1553	7326	464115
1554	7330	464088
1555	7334	464058
1556	7339	464036
1557	7343	464027
1558	7348	464012
1559	7352	463986
1560	7357	463970
1561	7361	463950
1562	7366	463932
1563	7370	463902
1564	7375	463878
1565	7379	463856
1566	7384	463835
1567	7388	463815
1568	7392	463790
1569	7397	463761
1570	7401	463741
1571	7406	463717
1572	7410	463685
1573	7415	463677
1574	7419	463659
1575	7423	463638
1576	7428	463621
1577	7433	463610
1578	7437	463602
1579	7442	463606
1580	7447	463584
1581	7451	463569
1582	7455	463542
1583	7460	463519
1584	7464	463495
1585	7469	463466
1586	7473	463457
1587	7478	463449
1588	7482	463430
1589	7487	463399
1590	7491	463394
1591	7496	463388
1592	7501	463372
1593	7505	463348
1594	7510	463339
1595	7514	463332
1596	7519	463313
1597	7524	463324
1598	7529	463343
1599	7534	463354
1600	7539	463362
1601	7544	463385
1602	7549	463401
1603	7554	463418
1604	7559	463416
1605	7564	463432
1606	7568	463404
1607	7573	463386
1608	7577	463378
1609	7582	463358
1610	7586	463336
1611	7591	463324
1612	7595	463307
1613	7600	463300
1614	7605	463303
1615	7610	463314
1616	7615	463339
1617	7620	463351
1618	7625	463345
1619	7629	463326
1620	7634	463340
1621	7639	463333
1622	7644	463337
1623	7648	463321
1624	7653	463310
1625	7657	463295
1626	7662	463315
1627	7667	463295
1628	7672	463294
1629	7676	463270
1630	7681	463263
1631	7685	463257
1632	7690	463254
1633	7695	463265
1634	7699	463243
1635	7704	463244
1636	7709	463220
1637	7713	463213
1638	7718	463191
1639	7722	463175
1640	7727	463165
1641	7731	463132
1642	7735	463099
1643	7740	463076
1644	7744	463071
1645	7749	463059
1646	7753	463037
1647	7758	463026
1648	7763	463018
1649	7767	462997
1650	7772	462976
1651	7776	462967
1652	7781	462940
1653	7785	462924
1654	7790	462913
1655	7794	462888
1656	7799	462879
1657	7803	462860
1658	7808	462843
1659	7812	462820
1660	7816	462802
1661	7821	462790
1662	7826	462772
1663	7830	462763
1664	7835	462753
1665	7839	462740
1666	7844	462711
1667	7848	462689
1668	7852	462667
1669	7857	462649
1670	7861	462627
1671	7866	462606
1672	7870	462583
1673	7875	462557
1674	7879	462534
1675	7884	462522
1676	7888	462520
1677	7893	462492
1678	7897	462469
1679	7901	462450
1680	7906	462428
1681	7910	462405
1682	7915	462382
1683	7919	462364
