iter	MultiClass
784	1.083679144
785	1.083661689
786	1.083643258
787	1.083625261
788	1.083607481
789	1.083590026
790	1.083572137
791	1.083554574
792	1.083536685
793	1.083518471
794	1.0835008
795	1.083482911
796	1.08346448
797	1.083447567
798	1.083429137
799	1.083412116
800	1.083393685
801	1.083376555
802	1.08335845
803	1.083340886
804	1.083322889
805	1.083306085
806	1.083288196
807	1.083270091
808	1.083252961
809	1.083233446
810	1.083215666
811	1.083199187
812	1.083180322
813	1.083162434
814	1.08314487
815	1.083127416
816	1.083110069
817	1.083092072
818	1.083073316
819	1.083055102
820	1.083037539
821	1.083019108
822	1.083000894
823	1.082983114
824	1.082966093
825	1.08294777
826	1.082929882
827	1.082911993
828	1.082894864
829	1.082876975
830	1.082859303
831	1.082842065
832	1.082824068
833	1.082806179
834	1.082788508
835	1.082770836
836	1.082753164
837	1.082735384
838	1.082717062
839	1.082699715
840	1.082682043
841	1.082663396
842	1.082647133
843	1.082627835
844	1.082611356
845	1.082593359
846	1.08257547
847	1.082557907
848	1.082539476
849	1.082522889
850	1.082504241
851	1.082487112
852	1.082469331
853	1.082451334
854	1.08243453
855	1.082415882
856	1.082397777
857	1.082380214
858	1.082363084
859	1.08234487
860	1.082328499
861	1.08230996
862	1.082292722
863	1.082274725
864	1.082257595
865	1.082240249
866	1.08222171
867	1.082205339
868	1.082186149
869	1.08216967
870	1.082151239
871	1.082135519
872	1.082116546
873	1.082099308
874	1.082080877
875	1.082063314
876	1.082045751
877	1.08202938
878	1.082010515
879	1.081992518
880	1.081975389
881	1.081957283
882	1.081939395
883	1.081922373
884	1.081904051
885	1.081886921
886	1.081869683
887	1.081851795
888	1.081835424
889	1.081817102
890	1.08180008
891	1.081781433
892	1.081764412
893	1.081747282
894	1.081729393
895	1.081712263
896	1.08169405
897	1.081676811
898	1.081659465
899	1.081642227
900	1.08162488
901	1.081605799
902	1.08158997
903	1.081571757
904	1.081554302
905	1.081536088
906	1.081518633
907	1.081501828
908	1.081483723
909	1.08146616
910	1.081449355
911	1.081431683
912	1.081413361
913	1.081396773
914	1.081378668
915	1.081361755
916	1.081344192
917	1.081326086
918	1.081308848
919	1.08129096
920	1.081274697
921	1.081257025
922	1.081239462
923	1.081222224
924	1.08120466
925	1.081187097
926	1.081169209
927	1.081152404
928	1.081134515
929	1.081117277
930	1.081099931
931	1.081082801
932	1.081065997
933	1.081047674
934	1.081030003
935	1.081012873
936	1.080995635
937	1.080977529
938	1.080959966
939	1.08094327
940	1.080925707
941	1.080908902
942	1.080890688
943	1.080873342
944	1.080856862
945	1.08083854
946	1.080821953
947	1.080804498
948	1.080786284
949	1.080768937
950	1.080752024
951	1.080734353
952	1.080717873
953	1.080699334
954	1.080681337
955	1.080665075
956	1.080647295
957	1.080629731
958	1.080613469
959	1.080595363
960	1.080577692
961	1.080560779
962	1.080543974
963	1.080525977
964	1.080509173
965	1.080492043
966	1.080474697
967	1.080456266
968	1.080439461
969	1.080422657
970	1.080404985
971	1.080387856
972	1.080370509
973	1.080353596
974	1.080335274
975	1.080318253
976	1.080300906
977	1.080283234
978	1.080266213
979	1.080248216
980	1.080230761
981	1.080212547
982	1.080196718
983	1.080178721
984	1.0801617
985	1.080145004
986	1.080127115
987	1.080110419
988	1.080093398
989	1.080076268
990	1.080058271
991	1.08004125
992	1.080024012
993	1.080007207
994	1.079989536
995	1.079972189
996	1.079954951
997	1.079938147
998	1.079921125
999	1.079902803
1000	1.079885999
1001	1.079869086
1002	1.079851522
1003	1.079834284
1004	1.079817263
1005	1.079800025
1006	1.079782895
1007	1.07976685
1008	1.079748636
1009	1.079730855
1010	1.079714376
1011	1.079697355
1012	1.079679466
1013	1.079663312
1014	1.079645207
1015	1.079627969
1016	1.079610839
1017	1.079593167
1018	1.079575604
1019	1.079559233
1020	1.079541019
1021	1.07952454
1022	1.079506543
1023	1.079489522
1024	1.079472284
1025	1.079455371
1026	1.079437807
1027	1.07942122
1028	1.079404199
1029	1.079386852
1030	1.079369722
1031	1.079352593
1032	1.079335354
1033	1.079318875
1034	1.079302179
1035	1.079284507
1036	1.07926651
1037	1.079250248
1038	1.07923301
1039	1.079216639
1040	1.079198208
1041	1.079181729
1042	1.079164816
1043	1.079147361
1044	1.079129798
1045	1.079112994
1046	1.079095647
1047	1.079078843
1048	1.079062147
1049	1.079043499
1050	1.079026911
1051	1.079009456
1052	1.078991893
1053	1.078975197
1054	1.078957525
1055	1.07894007
1056	1.0789237
1057	1.078905594
1058	1.07888944
1059	1.078871552
1060	1.078855398
1061	1.078837617
1062	1.078821138
1063	1.07880325
1064	1.078787204
1065	1.078769749
1066	1.078752728
1067	1.07873614
1068	1.078718902
1069	1.078701447
1070	1.078685185
1071	1.078667621
1072	1.078651251
1073	1.078634121
1074	1.078617533
1075	1.07859997
1076	1.078582298
1077	1.078565277
1078	1.07854793
1079	1.078531776
1080	1.078513996
1081	1.0784973
1082	1.078480279
1083	1.078463149
1084	1.078446236
1085	1.078429432
1086	1.078411435
1087	1.078395064
1088	1.078378476
1089	1.078360913
1090	1.078342482
1091	1.078325895
1092	1.07830909
1093	1.078292286
1094	1.078275698
1095	1.078258677
1096	1.078241005
1097	1.078224634
1098	1.078207288
1099	1.078190483
1100	1.078173679
1101	1.078156549
1102	1.078139311
1103	1.078122723
1104	1.078106244
1105	1.078089006
1106	1.078071876
1107	1.078054096
1108	1.078036858
1109	1.078021571
1110	1.0780039
1111	1.077987312
1112	1.077969965
1113	1.077953052
1114	1.077935814
1115	1.077918468
1116	1.07790123
1117	1.077884425
1118	1.077867512
1119	1.077850816
1120	1.077834446
1121	1.077817316
1122	1.077800511
1123	1.077783273
1124	1.077767661
1125	1.077749881
1126	1.077733077
1127	1.077716381
1128	1.07770001
1129	1.077682989
1130	1.077665208
1131	1.077649271
1132	1.077631708
1133	1.077613819
1134	1.077597015
1135	1.077580536
1136	1.077562972
1137	1.077547035
1138	1.077529472
1139	1.077513209
1140	1.077496297
1141	1.077479492
1142	1.077462796
1143	1.077445992
1144	1.077429512
1145	1.077411732
1146	1.077396662
1147	1.077378448
1148	1.07736121
1149	1.077345056
1150	1.077328144
1151	1.077311122
1152	1.077295402
1153	1.077278055
1154	1.077260058
1155	1.077243471
1156	1.077226124
1157	1.077208886
1158	1.077192732
1159	1.077176361
1160	1.077159882
1161	1.077142752
1162	1.077126598
1163	1.077108927
1164	1.077092122
1165	1.077075101
1166	1.077058947
1167	1.077040299
1168	1.077024688
1169	1.077007883
1170	1.076990753
1171	1.07697319
1172	1.076956602
1173	1.076939256
1174	1.076922451
1175	1.076906189
1176	1.076889601
1177	1.07687258
1178	1.076856535
1179	1.076840164
1180	1.076821516
1181	1.076806338
1182	1.0767891
1183	1.076771537
1184	1.076754949
1185	1.076738253
1186	1.07672134
1187	1.076705186
1188	1.076687731
1189	1.07667071
1190	1.076654014
1191	1.07663786
1192	1.076620947
1193	1.076604576
1194	1.076587555
1195	1.076571076
1196	1.076554271
1197	1.076538226
1198	1.076521313
1199	1.0765044
1200	1.076487162
1201	1.076471008
1202	1.076452794
1203	1.076437074
1204	1.076420595
1205	1.076404115
1206	1.076385793
1207	1.076370073
1208	1.076353051
1209	1.076336139
1210	1.076320201
1211	1.07630318
1212	1.076285834
1213	1.076269788
1214	1.076253092
1215	1.076235745
1216	1.076219808
1217	1.076203871
1218	1.076186958
1219	1.076170262
1220	1.076153024
1221	1.076136111
1222	1.076118982
1223	1.076102719
1224	1.076086023
1225	1.076068785
1226	1.076053498
1227	1.076035935
1228	1.076019673
1229	1.076002868
1230	1.075986172
1231	1.075969259
1232	1.075953756
1233	1.075936518
1234	1.075920255
1235	1.075903343
1236	1.075886755
1237	1.075870167
1238	1.075854013
1239	1.075837859
1240	1.07582138
1241	1.075804684
1242	1.075788313
1243	1.075770858
1244	1.07575568
1245	1.075739418
1246	1.075721638
1247	1.075705375
1248	1.075688137
1249	1.0756722
1250	1.075655395
1251	1.075638591
1252	1.075621787
1253	1.075603898
1254	1.075588286
1255	1.075571698
1256	1.075553918
1257	1.075537656
1258	1.075519876
1259	1.075504264
1260	1.075487242
1261	1.07547033
1262	1.07545526
1263	1.075438022
1264	1.075421434
1265	1.07540528
1266	1.075387391
1267	1.075371346
1268	1.075354975
1269	1.075338604
1270	1.075321583
1271	1.075305321
1272	1.075288733
1273	1.075272688
1274	1.075254691
1275	1.07523897
1276	1.075222708
1277	1.075205795
1278	1.075189641
1279	1.075172945
1280	1.075157008
1281	1.075140637
1282	1.075123507
1283	1.07510757
1284	1.075090874
1285	1.075075154
1286	1.075058241
1287	1.075041437
1288	1.075025825
1289	1.075008587
1290	1.074991782
1291	1.074976062
1292	1.074958498
1293	1.074942778
1294	1.074925974
1295	1.07490982
1296	1.074892365
1297	1.074876644
1298	1.074859515
1299	1.074843469
1300	1.074826773
1301	1.074810294
1302	1.074793706
1303	1.074778203
1304	1.074760423
1305	1.074744377
1306	1.074727681
1307	1.074710768
1308	1.074694289
1309	1.07467846
1310	1.074662198
1311	1.074646261
1312	1.074629673
1313	1.074613086
1314	1.074596389
1315	1.074579802
1316	1.074564624
1317	1.074548036
1318	1.074531882
1319	1.074514861
1320	1.074497297
1321	1.074483637
1322	1.074466182
1323	1.074450245
1324	1.074433766
1325	1.074417287
1326	1.074401024
1327	1.074384979
1328	1.074369041
1329	1.074352345
1330	1.074336083
1331	1.074320146
1332	1.074302474
1333	1.074287513
1334	1.074271576
1335	1.074254771
1336	1.074238292
1337	1.074221596
1338	1.07420555
1339	1.074189288
1340	1.074172809
1341	1.07415633
1342	1.074140392
1343	1.074124455
1344	1.074108193
1345	1.074091388
1346	1.074075451
1347	1.074059189
1348	1.074042818
1349	1.074026014
1350	1.074009426
1351	1.073993272
1352	1.073976793
1353	1.073960639
1354	1.073944377
1355	1.073927572
1356	1.073911093
1357	1.07389418
1358	1.073879327
1359	1.073863173
1360	1.073847236
1361	1.073829456
1362	1.073814603
1363	1.07379769
1364	1.073782186
1365	1.073765707
1366	1.073748794
1367	1.073733399
1368	1.073717245
1369	1.073700875
1370	1.073684395
1371	1.073668567
1372	1.073651329
1373	1.073635175
1374	1.073618479
1375	1.073602433
1376	1.073586171
1377	1.07357045
1378	1.073553863
1379	1.073537817
1380	1.073522422
1381	1.073505835
1382	1.073489681
1383	1.073473418
1384	1.073458457
1385	1.073440893
1386	1.073425282
1387	1.073409561
1388	1.07339319
1389	1.073375844
1390	1.073361641
1391	1.073344945
1392	1.073328791
1393	1.07331112
1394	1.073295725
1395	1.073281197
1396	1.073263742
1397	1.07324748
1398	1.073232084
1399	1.073216364
1400	1.073199885
1401	1.073183839
1402	1.073167577
1403	1.073150556
1404	1.073134402
1405	1.073118898
1406	1.073102094
1407	1.07308594
1408	1.073070436
1409	1.073053415
1410	1.073037586
1411	1.073021433
1412	1.073004628
1413	1.072988583
1414	1.07297232
1415	1.072956491
1416	1.072940554
1417	1.072924292
1418	1.072907704
1419	1.072891984
1420	1.07287583
1421	1.072859351
1422	1.072842872
1423	1.072827043
1424	1.072810889
1425	1.072794843
1426	1.072779123
1427	1.072762644
1428	1.072746165
1429	1.072731529
1430	1.072714616
1431	1.072697811
1432	1.072683283
1433	1.072666913
1434	1.07265065
1435	1.072634496
1436	1.072618668
1437	1.072603056
1438	1.072586577
1439	1.072570097
1440	1.072554269
1441	1.07253844
1442	1.072522069
1443	1.072505482
1444	1.072489978
1445	1.072473932
1446	1.072457562
1447	1.072442167
1448	1.072425687
1449	1.07240975
1450	1.072394355
1451	1.072377659
1452	1.072361505
1453	1.072345243
1454	1.072329197
1455	1.072313477
1456	1.07229754
1457	1.072281061
1458	1.072264473
1459	1.072248753
1460	1.072232057
1461	1.072216553
1462	1.072199857
1463	1.072183812
1464	1.072168633
1465	1.072151937
1466	1.072136651
1467	1.072121473
1468	1.07210315
1469	1.072088297
1470	1.072072577
1471	1.072055664
1472	1.072040378
1473	1.072024224
1474	1.072007744
1475	1.071991265
1476	1.071975979
1477	1.071959499
1478	1.071944538
1479	1.071927083
1480	1.071911688
1481	1.07189651
1482	1.07188003
1483	1.071863877
1484	1.071848373
1485	1.071832111
1486	1.071815957
1487	1.071799694
1488	1.071783757
1489	1.071767712
1490	1.071751991
1491	1.071736054
1492	1.071719033
1493	1.071703529
1494	1.071686183
1495	1.071671005
1496	1.071655068
1497	1.071639456
1498	1.071622868
1499	1.071607365
1500	1.071591753
1501	1.071576032
1502	1.071559553
1503	1.071544267
1504	1.071528004
1505	1.071512284
1506	1.071497214
1507	1.071479759
1508	1.071466099
1509	1.07144962
1510	1.071433032
1511	1.071416986
1512	1.071399965
1513	1.07138457
1514	1.071368958
1515	1.071352587
1516	1.07133665
1517	1.071321472
1518	1.071305318
1519	1.071289489
1520	1.071273986
1521	1.071258049
1522	1.07124222
1523	1.071227042
1524	1.071210563
1525	1.071194951
1526	1.07117858
1527	1.071162426
1528	1.07114638
1529	1.071129901
1530	1.071114723
1531	1.071098027
1532	1.071082307
1533	1.071066153
1534	1.071050107
1535	1.071034604
1536	1.071018992
1537	1.071003055
1538	1.070987009
1539	1.070971506
1540	1.070955352
1541	1.070939415
1542	1.07092402
1543	1.070908408
1544	1.070892579
1545	1.070877292
1546	1.070860379
1547	1.070845527
1548	1.070829589
1549	1.070814303
1550	1.070797932
1551	1.070782428
1552	1.070766925
1553	1.070750663
1554	1.070736135
1555	1.070719656
1556	1.070703285
1557	1.07068854
1558	1.07067217
1559	1.070656341
1560	1.070640078
1561	1.07062425
1562	1.070607987
1563	1.070593568
1564	1.070577414
1565	1.070561694
1566	1.070544998
1567	1.070529277
1568	1.070513557
1569	1.070498704
1570	1.07048255
1571	1.070467155
1572	1.070451869
1573	1.070435606
1574	1.070420211
1575	1.070404274
1576	1.070387795
1577	1.070372942
1578	1.070356354
1579	1.070340634
1580	1.070325239
1581	1.070309952
1582	1.070293907
1583	1.070278403
1584	1.070262141
1585	1.070246963
1586	1.070231784
1587	1.070215847
1588	1.070199693
1589	1.07018419
1590	1.070169012
1591	1.0701534
1592	1.070137788
1593	1.070121525
1594	1.070106239
1595	1.070090952
1596	1.07007534
1597	1.070059403
1598	1.070043574
1599	1.070028613
1600	1.070012351
1601	1.06999804
1602	1.069981452
1603	1.069965624
1604	1.069949578
1605	1.069934074
1606	1.069918571
1607	1.069903068
1608	1.069887673
1609	1.069871952
1610	1.069855907
1611	1.069840186
1612	1.069824141
1613	1.069808746
1614	1.069793025
1615	1.069777847
1616	1.069760718
1617	1.069745973
1618	1.069730144
1619	1.069715183
1620	1.069698921
1621	1.069684068
1622	1.069668022
1623	1.069652627
1624	1.069637232
1625	1.069621295
1626	1.069606117
1627	1.069590288
1628	1.069574025
1629	1.069558956
1630	1.069542693
1631	1.069527623
1632	1.069511686
1633	1.069496183
1634	1.069481005
1635	1.069464851
1636	1.069449347
1637	1.069433085
1638	1.069418015
1639	1.069402295
1640	1.069385599
1641	1.069370095
1642	1.069355784
1643	1.069339088
1644	1.069323043
1645	1.069308407
1646	1.069291819
1647	1.069277074
1648	1.069261463
1649	1.069246284
1650	1.069230781
1651	1.069214735
1652	1.069199991
1653	1.069184596
1654	1.069167683
1655	1.069152938
1656	1.069137001
1657	1.069122365
1658	1.069106753
1659	1.06909125
1660	1.069075638
1661	1.069060134
1662	1.069045173
1663	1.069029778
